repo,sha,message,url,func_changes
sqlmapproject/sqlmap,f969dd8825d3971f81307bd08042162e25861d50,Dirty patch for #5901,https://github.com/sqlmapproject/sqlmap/commit/f969dd8825d3971f81307bd08042162e25861d50,0
sqlmapproject/sqlmap,9ed5652ae2c031a0fa4d85290b5dc2c3e9760f08,Fixes #5899,https://github.com/sqlmapproject/sqlmap/commit/9ed5652ae2c031a0fa4d85290b5dc2c3e9760f08,0
sqlmapproject/sqlmap,bbfcf81c25e73861cf09256e498c520afd4f02be,Minor patching,https://github.com/sqlmapproject/sqlmap/commit/bbfcf81c25e73861cf09256e498c520afd4f02be,0
sqlmapproject/sqlmap,8fcd78fcb11a7f25ebb4f79f8ba2c796211e82da,Another patch related to #5896,https://github.com/sqlmapproject/sqlmap/commit/8fcd78fcb11a7f25ebb4f79f8ba2c796211e82da,0
sqlmapproject/sqlmap,1d7493d2437d3209e3268d1cbcd6365552217abc,Patch for #5897,https://github.com/sqlmapproject/sqlmap/commit/1d7493d2437d3209e3268d1cbcd6365552217abc,0
sqlmapproject/sqlmap,7b9af2c3b30aa1117c7d45044ecb3db04383b33d,Fixes #5896,https://github.com/sqlmapproject/sqlmap/commit/7b9af2c3b30aa1117c7d45044ecb3db04383b33d,0
sqlmapproject/sqlmap,08a7d69d4e6bedf7b2579c351d5741425d89bcfa,Another patch related to the #5895,https://github.com/sqlmapproject/sqlmap/commit/08a7d69d4e6bedf7b2579c351d5741425d89bcfa,0
sqlmapproject/sqlmap,881c91f68727c922176ed8cd92faf853ea80f618,Fixes #5895,https://github.com/sqlmapproject/sqlmap/commit/881c91f68727c922176ed8cd92faf853ea80f618,0
sqlmapproject/sqlmap,c8c7feebb099541e96b8b2e34938de5378a7e97c,Fixes #5886,https://github.com/sqlmapproject/sqlmap/commit/c8c7feebb099541e96b8b2e34938de5378a7e97c,0
sqlmapproject/sqlmap,29825cd5d6297cd6bd80d0ac11151330185fba80,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/29825cd5d6297cd6bd80d0ac11151330185fba80,0
sqlmapproject/sqlmap,bb725d222c6ec1241bab9ea26b6a046a4efd287f,Fixes #5885,https://github.com/sqlmapproject/sqlmap/commit/bb725d222c6ec1241bab9ea26b6a046a4efd287f,0
sqlmapproject/sqlmap,04b293d44f9bf821736babd2e053e844e339b87d,Fix related to #5881,https://github.com/sqlmapproject/sqlmap/commit/04b293d44f9bf821736babd2e053e844e339b87d,0
sqlmapproject/sqlmap,1b4fb3a86d2acbc0b66d3e556a956a0f77a55d7c,Add luanginxmore tamper script (#5881),https://github.com/sqlmapproject/sqlmap/commit/1b4fb3a86d2acbc0b66d3e556a956a0f77a55d7c,2
sqlmapproject/sqlmap,772eaa2aeecf8d8e0ee1f1a10b91af7bdd20f897,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/772eaa2aeecf8d8e0ee1f1a10b91af7bdd20f897,0
sqlmapproject/sqlmap,efd5e2b62b0f6e60722580862d2bcfe8f675510a,Patch related to the #4462,https://github.com/sqlmapproject/sqlmap/commit/efd5e2b62b0f6e60722580862d2bcfe8f675510a,0
sqlmapproject/sqlmap,c0ad1092cb7e9c9649d94019c5ce8291690314bb,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/c0ad1092cb7e9c9649d94019c5ce8291690314bb,0
sqlmapproject/sqlmap,d058cc820de9a83250934abe673d9b982bf3f52d,Minor fixes for --http2 (#4402),https://github.com/sqlmapproject/sqlmap/commit/d058cc820de9a83250934abe673d9b982bf3f52d,0
sqlmapproject/sqlmap,25925961bad6926443cfb4798b4e8d4cf7451b47,Fixes #5856,https://github.com/sqlmapproject/sqlmap/commit/25925961bad6926443cfb4798b4e8d4cf7451b47,0
sqlmapproject/sqlmap,ff249d24c74c68a62cb0bcfbb88d7c146985dc49,Fixes #5857,https://github.com/sqlmapproject/sqlmap/commit/ff249d24c74c68a62cb0bcfbb88d7c146985dc49,0
sqlmapproject/sqlmap,b3b462ccf602d20e281c3def32129f2e5ab36fbd,Fixes #5828,https://github.com/sqlmapproject/sqlmap/commit/b3b462ccf602d20e281c3def32129f2e5ab36fbd,0
sqlmapproject/sqlmap,235821963161566e4b80f0ef9e729cac9827389d,Fix for Google Hacking Database URL (#5824),https://github.com/sqlmapproject/sqlmap/commit/235821963161566e4b80f0ef9e729cac9827389d,0
sqlmapproject/sqlmap,cc245a0d0563b519b37db8faa5d1abb1672b9f8e,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/cc245a0d0563b519b37db8faa5d1abb1672b9f8e,0
sqlmapproject/sqlmap,10f8b7d0e2deadcbe2de97ed08a02a121f58540e,Fixes #5809,https://github.com/sqlmapproject/sqlmap/commit/10f8b7d0e2deadcbe2de97ed08a02a121f58540e,0
sqlmapproject/sqlmap,4b2baa32c378c8ace12790b2866bf4202dd5d19d,Fixes #5806,https://github.com/sqlmapproject/sqlmap/commit/4b2baa32c378c8ace12790b2866bf4202dd5d19d,0
sqlmapproject/sqlmap,935afc6217971b4429a427edb6cb809182c12853,Minor patching for CI/CD,https://github.com/sqlmapproject/sqlmap/commit/935afc6217971b4429a427edb6cb809182c12853,0
sqlmapproject/sqlmap,07b94ce7037d1524e3da5f09b3a6fe0cc7809cfe,Fixes #5799,https://github.com/sqlmapproject/sqlmap/commit/07b94ce7037d1524e3da5f09b3a6fe0cc7809cfe,0
sqlmapproject/sqlmap,77567da54ea4a53c3fe899f25fbb3e22e6189092,Minor patch for DREI,https://github.com/sqlmapproject/sqlmap/commit/77567da54ea4a53c3fe899f25fbb3e22e6189092,0
sqlmapproject/sqlmap,8b3425ccdfc3f42b373ee1b9e5871472d903ccda,"Minor patch (e.g. --sql-query=SELECT 'a','b','c')",https://github.com/sqlmapproject/sqlmap/commit/8b3425ccdfc3f42b373ee1b9e5871472d903ccda,0
sqlmapproject/sqlmap,87cd5906f98b635160dc893428ed3bf26902c22e,Fixes #5805,https://github.com/sqlmapproject/sqlmap/commit/87cd5906f98b635160dc893428ed3bf26902c22e,0
sqlmapproject/sqlmap,8fc166197d7b86860e3efb564b4627bb1b74bb38,Fixes #5802,https://github.com/sqlmapproject/sqlmap/commit/8fc166197d7b86860e3efb564b4627bb1b74bb38,0
sqlmapproject/sqlmap,7bf9e3e7b4fef6b451e8722a7880e5343955aa04,Another patch for #5798,https://github.com/sqlmapproject/sqlmap/commit/7bf9e3e7b4fef6b451e8722a7880e5343955aa04,0
sqlmapproject/sqlmap,282eea37435c28e20acecce5b374fec281b03da9,Another patch for #5798,https://github.com/sqlmapproject/sqlmap/commit/282eea37435c28e20acecce5b374fec281b03da9,0
sqlmapproject/sqlmap,22ddd4e8439cad81a1cdfe8dd0515907d128adb8,Patch for #5798,https://github.com/sqlmapproject/sqlmap/commit/22ddd4e8439cad81a1cdfe8dd0515907d128adb8,0
sqlmapproject/sqlmap,5c27dd8204fb74843c5c21bad3c50ce29a966a6d,Patch related to the #2891,https://github.com/sqlmapproject/sqlmap/commit/5c27dd8204fb74843c5c21bad3c50ce29a966a6d,0
sqlmapproject/sqlmap,51cdc9816837ee25a6c6d6342e4ad9540137d76b,Minor patch related to the #5760,https://github.com/sqlmapproject/sqlmap/commit/51cdc9816837ee25a6c6d6342e4ad9540137d76b,0
sqlmapproject/sqlmap,bd23ccb50787ae3739850db00e3841d9b550d056,Patch related to the #5767,https://github.com/sqlmapproject/sqlmap/commit/bd23ccb50787ae3739850db00e3841d9b550d056,0
sqlmapproject/sqlmap,989840c0947c8a9f53303c57a99b4dd556c862f0,Fixes #5763,https://github.com/sqlmapproject/sqlmap/commit/989840c0947c8a9f53303c57a99b4dd556c862f0,0
sqlmapproject/sqlmap,8dcf4baeaa95bad6ecfb1b5e2bcf34f6b115ad66,Fixes #5772,https://github.com/sqlmapproject/sqlmap/commit/8dcf4baeaa95bad6ecfb1b5e2bcf34f6b115ad66,0
sqlmapproject/sqlmap,edb9a155386685491ec3ae7d2e23a653d5165b60,Fixes #5761,https://github.com/sqlmapproject/sqlmap/commit/edb9a155386685491ec3ae7d2e23a653d5165b60,0
sqlmapproject/sqlmap,8b5564463177f0b46b7171b460a74b7be42b8cd0,Fixes #5759,https://github.com/sqlmapproject/sqlmap/commit/8b5564463177f0b46b7171b460a74b7be42b8cd0,0
sqlmapproject/sqlmap,238ca3ccd8f3acc60d27283a4d4e4bc568cde204,Fixes #5755,https://github.com/sqlmapproject/sqlmap/commit/238ca3ccd8f3acc60d27283a4d4e4bc568cde204,0
sqlmapproject/sqlmap,fde978c4ff2febd8292cd22a16cab882699c03b4,Patch for #5746,https://github.com/sqlmapproject/sqlmap/commit/fde978c4ff2febd8292cd22a16cab882699c03b4,0
sqlmapproject/sqlmap,79aa3153444d0aa57616de943c54f054ed473fe8,Some Python DREI patch,https://github.com/sqlmapproject/sqlmap/commit/79aa3153444d0aa57616de943c54f054ed473fe8,0
sqlmapproject/sqlmap,79f4cfb0a750318240825b43582f353c2a64e8c3,Fixes #5738,https://github.com/sqlmapproject/sqlmap/commit/79f4cfb0a750318240825b43582f353c2a64e8c3,0
sqlmapproject/sqlmap,3192da0acd13341ee52b0c2817812541dd127811,Minor patch related to the #5740,https://github.com/sqlmapproject/sqlmap/commit/3192da0acd13341ee52b0c2817812541dd127811,0
sqlmapproject/sqlmap,d37db2e7e8a21d979a3af3ebd5a82692f6df2d84,Fixing some Python drei stuff,https://github.com/sqlmapproject/sqlmap/commit/d37db2e7e8a21d979a3af3ebd5a82692f6df2d84,0
sqlmapproject/sqlmap,73a62f9f4e9413dc4741cad5ff70896830cdff94,Update option.py (#5736),https://github.com/sqlmapproject/sqlmap/commit/73a62f9f4e9413dc4741cad5ff70896830cdff94,0
sqlmapproject/sqlmap,c1af880fb8e3acdc24052fecad7cd4014a675c7e,Fixes #5735,https://github.com/sqlmapproject/sqlmap/commit/c1af880fb8e3acdc24052fecad7cd4014a675c7e,0
sqlmapproject/sqlmap,9a48a27593319b1f5a855659f4fd9e0025ac410e,Patch related to the #4613,https://github.com/sqlmapproject/sqlmap/commit/9a48a27593319b1f5a855659f4fd9e0025ac410e,0
sqlmapproject/sqlmap,6ae0d0f54e37cc8c2d56a4bfa9ec34bd3e72766a,Fixes #5732,https://github.com/sqlmapproject/sqlmap/commit/6ae0d0f54e37cc8c2d56a4bfa9ec34bd3e72766a,0
sqlmapproject/sqlmap,cf9104676617033fd5550affcf056b3bffac4f72,Fixes #5731,https://github.com/sqlmapproject/sqlmap/commit/cf9104676617033fd5550affcf056b3bffac4f72,0
sqlmapproject/sqlmap,b25626988308218ca46274e1969e513f2a2e8761,Fixes #5725,https://github.com/sqlmapproject/sqlmap/commit/b25626988308218ca46274e1969e513f2a2e8761,0
sqlmapproject/sqlmap,e3669c09263e0a80519e79147a84c25d292f1207,Patch related to the #5727,https://github.com/sqlmapproject/sqlmap/commit/e3669c09263e0a80519e79147a84c25d292f1207,0
sqlmapproject/sqlmap,514a1291e40c7260774c05c7d3ed3ce4dd364599,Reducing python-version support to fix CI/CD,https://github.com/sqlmapproject/sqlmap/commit/514a1291e40c7260774c05c7d3ed3ce4dd364599,0
sqlmapproject/sqlmap,9bbf70790cee30cc3e6b23cd7d9fc9981398d8ad,Patch related to the #5700,https://github.com/sqlmapproject/sqlmap/commit/9bbf70790cee30cc3e6b23cd7d9fc9981398d8ad,0
sqlmapproject/sqlmap,163a5f374a0ec284f376d0a2ddde3b8474d28054,Trying to fix the failing CI,https://github.com/sqlmapproject/sqlmap/commit/163a5f374a0ec284f376d0a2ddde3b8474d28054,0
sqlmapproject/sqlmap,46cc0c29413f3588836a8800dedc184c83502ee2,Fixes #5698,https://github.com/sqlmapproject/sqlmap/commit/46cc0c29413f3588836a8800dedc184c83502ee2,0
sqlmapproject/sqlmap,2f01cbf71fcd48bb20f9394ff6f088211305277e,Patching some resource-related warnings,https://github.com/sqlmapproject/sqlmap/commit/2f01cbf71fcd48bb20f9394ff6f088211305277e,0
sqlmapproject/sqlmap,1e9e33d9c3743ce37fa6a6076c61d01b014658da,Proper patch for #5688,https://github.com/sqlmapproject/sqlmap/commit/1e9e33d9c3743ce37fa6a6076c61d01b014658da,0
sqlmapproject/sqlmap,853cb3fa067abd57e6886c2839d61bb00769b80a,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/853cb3fa067abd57e6886c2839d61bb00769b80a,0
sqlmapproject/sqlmap,9ddf85ce5a0396637a7ab6a12099ad974e8e7b7a,fixed: sqlite3.OperationalError: table logs already exists (#5677),https://github.com/sqlmapproject/sqlmap/commit/9ddf85ce5a0396637a7ab6a12099ad974e8e7b7a,0
sqlmapproject/sqlmap,29ccb7f9a3efa37bd39ccd432dd13293c4fdb13a,Patch related to the #5669,https://github.com/sqlmapproject/sqlmap/commit/29ccb7f9a3efa37bd39ccd432dd13293c4fdb13a,0
sqlmapproject/sqlmap,e0663ceb6ffde732a7f12240553c6167a5ce2ba5,Patch related to the #4137,https://github.com/sqlmapproject/sqlmap/commit/e0663ceb6ffde732a7f12240553c6167a5ce2ba5,0
sqlmapproject/sqlmap,c2988056d96bd421797b4f542984adc2abeef102,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/c2988056d96bd421797b4f542984adc2abeef102,0
sqlmapproject/sqlmap,576e3dbde8226e0fa66f006753ce8bb00ea61697,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/576e3dbde8226e0fa66f006753ce8bb00ea61697,0
sqlmapproject/sqlmap,d2e3eaceaf56bf8d33c5c5b4ba64478a99d9fb39,Minor patch,https://github.com/sqlmapproject/sqlmap/commit/d2e3eaceaf56bf8d33c5c5b4ba64478a99d9fb39,0
sqlmapproject/sqlmap,9c1879b08d89f8013a9839ff4e03dabf9a5522dd,fixed multipart form handling issue (#5602) (#5603),https://github.com/sqlmapproject/sqlmap/commit/9c1879b08d89f8013a9839ff4e03dabf9a5522dd,0
sqlmapproject/sqlmap,305d79846f1d5f43ae5c9d763f6a953d5777618f,Fixes #5619,https://github.com/sqlmapproject/sqlmap/commit/305d79846f1d5f43ae5c9d763f6a953d5777618f,0
